Textos_espanol,sdg
"La creacin de las Juntas Directivas abre caminos para mejorar la transparencia y los procedimientos de presentacin de informes a nivel escolar, pero sus roles an no estn claros. Los fondos adicionales deben gastarse sabiamente y deben ir acompaados de una mejora en la eficiencia del uso de los fondos pblicos. Las inversiones deben priorizarse en los primeros aos educativos, as como en los aspectos de mejora de la equidad y la calidad. Otra prioridad debe ser el fortalecimiento de los mecanismos de control del desempeo y rendicin de cuentas en el sistema educativo. Adems, la dotacin presupuestaria debe incrementarse lentamente, en paralelo con el aumento de la capacidad del sistema para absorber nuevos programas y nuevos enfoques.",5
"Esto representa una mejora muy grande para los nios, el 26% de los cuales haban informado borracheras repetidas en 2001-02. Segn los datos autoinformados de 2014 (que tienden a subestimar la verdadera prevalencia de la obesidad), aproximadamente uno de cada seis (16,1%) adultos en Portugal ahora es obeso, lo que representa casi un punto porcentual por encima del promedio de la UE. De acuerdo con el patrn en otros pases de la UE, el nivel de obesidad entre aquellos con el nivel educativo ms bajo es ms del doble que el nivel entre los ms educados. Las tasas de inactividad fsica tanto para adultos como para jvenes de 15 aos se encuentran entre las ms altas de los pases de la UE.",3
"Igualdad de coeficientes para hombres y mujeres rechazada al nivel del 5%. Igualdad de coeficientes para hombres y mujeres rechazada al nivel del 10%. Las causas de la violencia de pareja ntima y la violencia sexual se investigan mejor mediante el uso de estudios longitudinales de las vctimas. Estos estudios rastrean a las personas a lo largo del tiempo para documentar sus experiencias de tal violencia y cmo estas experiencias se relacionan con otros factores en varias etapas de su vida. Desafortunadamente, existen pocos estudios de este tipo, ya que la medicin de las condiciones sociales y culturales que podran considerarse factores de riesgo (es decir, la condicin de la mujer, las normas de gnero) plantea serios desafos, especialmente entre pases y diferentes culturas. La pobreza y el estrs asociado son factores clave que contribuyen a la violencia de pareja.",5
"La disminucin del nmero de estudiantes se traduce en un descenso de la eficiencia educativa, ya que disminuye la proporcin de alumnos por profesor y se infrautilizan las instalaciones. El descenso del nmero de matriculaciones amenaza la calidad de los programas de estudios, ya que disminuye la oferta de cursos y el nmero de instructores. El descenso del nmero de estudiantes agrava un problema de escala preexistente al que se enfrentan las instituciones universitarias pblicas lituanas, que son numerosas (14) y pequeas.",5
"De esos pases, todos reportan algunos requisitos para el presupuesto de gnero en el nivel central de gobierno (Figura 4.12). Varios pases informan haber establecido estos requisitos en regiones (Egipto, Jordania y la Autoridad Palestina), Egipto y la Autoridad Palestina tambin informan haberlo hecho a un nivel ms local. En la Autoridad Palestina, estos requisitos se implementan en diferentes niveles y se estn expandiendo lentamente a todos los sectores.",5
"Sin embargo, estas fallas del mercado implican que la competencia por s sola no es suficiente para garantizar el control de costos y que tambin se necesitan medidas para mejorar el funcionamiento del mercado tanto en el lado de la oferta como en el de la demanda. Esto reemplaz un sistema dual en el que el seguro pblico era obligatorio para aproximadamente dos tercios de la poblacin, mientras que el otro tercio dependa del seguro privado voluntario. En el nuevo sistema, todos los ciudadanos tienen que pagar una prima de tarifa plana (fijada libremente por la aseguradora) a la aseguradora de salud de su eleccin y una contribucin relacionada con los ingresos a un fondo de compensacin de riesgos, que cubre el 50 % del gasto total en salud.",3
"El modelo ambulatorio, donde los especialistas ven una seleccin de casos preseleccionados por el mdico de atencin primaria, es bastante utilizado en los pases de la OCDE. En tales casos, los especialistas en salud mental visitan las clnicas de salud primaria para revisar, con el personal de la clnica de salud primaria, una pequea seleccin de casos, que a veces incluye una reunin clnica con el paciente. Por lo general, toda la red de salud mental se reunira peridicamente para coordinar, capacitar u otros fines. Se requiere o se incentiva a los mdicos de atencin primaria a cumplir con las pautas de tratamiento o los protocolos de prctica establecidos?",3
"Aunque el Artculo (58) de la Ley de Familia (Parte 1), requiere que las mujeres permanezcan en el alojamiento proporcionado por sus maridos, las mujeres tienen derecho a aplicar este artculo si as se estipula en el contrato de matrimonio o si se prueba un impedimento sustancial antes. el poder Judicial. Este texto pretende abordar la responsabilidad del esposo de proporcionar alojamiento en lugar de obstaculizar la movilidad de la esposa (informacin proporcionada por el gobierno de Bahrein). Existen dos tipos de custodia en Bahrein: i) la custodia que da preferencia al padre, relacionada con asuntos financieros y el matrimonio, establecida en la ley de custodia sobre asuntos financieros, ii) la custodia que da preferencia a la madre, que est relacionada a la custodia materna y la lactancia materna, establecido en el Artculo de la Ley de Familia (132) (informacin proporcionada por el gobierno de Bahrein). El abuso fsico incluye golpes, bofetadas, puetazos, asfixia, empujones, quemaduras y otros tipos de contacto que resultan en lesiones fsicas a la vctima.",5
"La edad media de los docentes es de 48,1 aos en educacin primaria y de 48,9 en educacin secundaria. Alrededor del 41 % de los docentes de primaria y el 44 % de los docentes de secundaria inferior tenan 50 aos o ms en 2014, cifras significativamente ms altas que los promedios de la OCDE (30 % y 34 %, respectivamente). Las habilidades cognitivas del personal docente son un determinante significativo de las diferencias internacionales en el desempeo de los estudiantes (Hanushek, Piopiunik y Wiederhold, 2016).",4
"Este perodo fue crtico para la organizacin global, ya que las mujeres aprendieron a llegar a todos los continentes a pesar de que todava era la era anterior a las comunicaciones por Internet, y a comprender su diversidad como una fuente de fortaleza y creatividad. Sin embargo, las crisis continuas dieron forma a las polticas incluso cuando las feministas comenzaron a establecer vnculos y conexiones entre temas como la macroeconoma, la ecologa y la salud y los derechos sexuales y reproductivos (SDSR) como sustituto de las polticas tradicionales de control de la poblacin. La capacidad del estado desarrollista para responder a las demandas feministas a nivel nacional se estaba erosionando, a medida que sus instituciones se fragmentaban bajo el ataque neoliberal.",5
"La falta de habilidades generales, en particular la alfabetizacin y la aritmtica, puede ser un problema para la empleabilidad a largo plazo, ya que hace que sea ms difcil volver a capacitarse para adaptarse a las necesidades cambiantes del mercado laboral. Retrasar el seguimiento de los alumnos contribuira a paliar esta falta de competencias generales. El acceso a las escuelas generales, secundarias profesionales y de formacin profesional (este ltimo hace ms hincapi en las habilidades prcticas y reagrupa a una cuarta parte de los estudiantes, Figura 12) actualmente tiene lugar a los 14 aos, frente a los 15-16 aos en la mayora de los pases de la OCDE.",4
"La figura 6.4 muestra que la relacin entre el gasto en educacin pblica y el PIB de Corea es ms alta que el promedio de la OCDE de alrededor del 5% del PIB. Histricamente, los gastos en educacin han sido muy estables, alrededor del 16-20% del gasto total del gobierno, con una variacin limitada debido al fuerte apoyo del gobierno al crecimiento nacional. Esta estabilidad indica el fuerte compromiso de Corea con la educacin. La mayora de las funciones gubernamentales restantes muestran una tendencia diferente, que es inconsistente y voltil debido al cambio de las necesidades sociales y de las prioridades polticas, junto con el desarrollo econmico y social.",5
"La gran cantidad de maestros y lderes escolares se debe a la proporcin significativa de escuelas de clase pequea en el pas y las estrictas normas de dotacin de personal. La gran cantidad de personal reduce los presupuestos escolares, crea rigideces y desplaza las inversiones en otras reas. Alrededor del 93% del gasto escolar en las escuelas rurales se dedica a la remuneracin del personal. Esto significa que los presupuestos son muy ajustados y que los directores tienen un margen de maniobra muy limitado para administrar los recursos de manera ms eficiente o invertir en actividades de desarrollo escolar. En particular, la gran cantidad de personal desalienta mejoras en su remuneracin, que se considera baja en Kazajistn, aunque la complejidad de la estructura salarial docente dificulta su anlisis. La definicin del tamao de las clases es una compensacin recurrente que tiene un gran impacto en el gasto debido a la naturaleza intensiva en mano de obra de la educacin: las clases pequeas requieren una gran cantidad de docentes, mientras que las clases ms grandes pueden liberar recursos para mejorar la calidad de la enseanza.",4
"La experiencia internacional ha demostrado la importancia de la atencin primaria, con un enfoque de prevencin, para mejorar los resultados de salud y contener los costos. El gobierno planea expandir la atencin primaria en las reas rurales mediante el establecimiento de hospitales a nivel de condado y centros locales de atencin mdica (Eggleston, 2012). En China, al igual que en otros BRIICS y pases en desarrollo, los sistemas de salud de seguro social enfrentan el desafo de recaudar contribuciones a la seguridad social debido a la gran informalidad del mercado laboral y otros problemas, como la falta de intercambio de informacin entre los fondos y el escaso uso de las TIC. El gobierno ha lanzado diferentes iniciativas para abordar estos problemas, incluida la recaudacin integrada de contribuciones para cinco programas de seguridad social y un uso ms avanzado de las TIC (AISS, 2013).",3
"El artculo 23 del Cdigo del Estatuto Personal, segn el cual la mujer respetar las prerrogativas del marido y le deber obediencia ha sido sustituido por una disposicin que obliga a cada cnyuge a tratar al otro con consideracin y solidaridad. operar en el manejo de los asuntos de la familia. En efecto, los cnyuges deben tratarse con bondad, convivir y evitar hacerse dao, cumplir la parte de los deberes conyugales que le corresponda, cooperar en los asuntos del hogar familiar y de los hijos. de la educacin, incluidos sus estudios, viajes y asuntos financieros. El esposo, como cabeza de familia, es responsable del sustento econmico de su esposa e hijos, dentro de sus medios econmicos, la esposa tambin tiene que contribuir econmicamente a la vida familiar si tiene los medios econmicos (Artculo 23 ).18 Tal obligacin constituye el reconocimiento del papel econmico de la mujer y trae un nuevo orden a su estatus dentro de la familia.",5
"Esto parecera ser una debilidad en los estndares acordados actualmente, y Escocia debera considerar si se deben incluir las medidas informadas por los pacientes (incluida la satisfaccin y la experiencia del paciente). Varios sistemas de salud de la OCDE (en los pases nrdicos y en Canad, por ejemplo) utilizan cada vez ms las medidas informadas por los pacientes en los marcos de responsabilidad y contratacin (OCDE, 2015) en un esfuerzo por hacer que los servicios respondan mejor a las necesidades y preferencias de los pacientes. La inclusin de este objetivo ayuda a subrayar la necesidad de ver un enfoque de todo el sistema para los objetivos y el rendimiento del sistema en relacin con los objetivos, teniendo en cuenta las entradas y los impulsores detrs de los objetivos cumplidos con xito o sin xito.",3
"Como parte del programa de mujeres en el liderazgo, MWA defiende la evidencia y la investigacin para demostrar las desventajas de estas normas. Como afirma MWA, el sesgo inconsciente en la forma en que vemos y evaluamos a las mujeres crea barreras invisibles para el liderazgo de las mujeres (MWA 2013). En relacin con las normas sociales descritas anteriormente, el sesgo inconsciente a menudo se manifiesta en el comportamiento de los lderes superiores y los responsables de la toma de decisiones, cuyas actitudes negativas pueden obstaculizar el ascenso de las mujeres a los puestos superiores.",5
"Los detalles sobre el mtodo de la encuesta, las preguntas y los encuestados se proporcionan en el Anexo A. Dado que la atencin primaria y ambulatoria segura es de vital importancia en todos los pases fortalecidos a travs de polticas que luchan por el acceso universal a la atencin de la salud, este informe considera, cuando es posible, la atencin primaria y ambulatoria segura. pases de ingresos bajos (LMIC, por sus siglas en ingls) y pases de ingresos medios altos y altos (en adelante, pases desarrollados o simplemente HIC, por sus siglas en ingls).4 En cierto sentido, las naciones menos desarrolladas tienen la ventaja de construir las estructuras e instituciones necesarias en sus sistemas de salud a medida que estos se construyen y establecen. Las naciones desarrolladas, por otro lado, tienen la difcil tarea de adaptar la seguridad a sistemas completamente formados (OMS et al 2018). Si bien los hallazgos y las recomendaciones sern de inters para los proveedores de atencin mdica y las organizaciones, la audiencia principal de este informe son los responsables de la formulacin de polticas que buscan mejorar la seguridad del paciente en la atencin primaria/ambulatoria en un contexto de recursos limitados. Son similares a la terminologa del informe anterior pero se modifican segn las caractersticas, prioridades y riesgos especficos del entorno primario y ambulatorio.",3
"En el pasado, las instituciones del mercado laboral, las polticas pblicas y las normas sociales reforzaron los roles de gnero tradicionales, especialmente en Alemania Occidental, pero las reformas de la poltica social en la ltima dcada han aumentado las oportunidades para los padres. El nuevo enfoque de la poltica familiar alemana tiene como objetivo proporcionar a padres e hijos ms tiempo juntos mediante el fomento de una asociacin ms igualitaria en el reparto de las responsabilidades laborales y de la vida familiar (""Partne rschaftl ichke it""). De acuerdo con las mejores prcticas internacionales, la reforma de 2007 tambin condujo a un aumento en el nmero de padres que se ausentaron.",5
"La historia y la geografa de Finlandia, atrapada entre el poderoso reino del oeste y el imperio an ms grande del este, la oblig a priorizar el inters de la nacin y no permitir que la poltica educativa fuera vctima de la poltica partidista. Finlandia es una pequea nacin que el resto del mundo ve como un lugar extrao que habla un idioma que nadie ms entiende. Durante el ltimo medio siglo, los finlandeses han adoptado la idea de que la nica manera de sobrevivir como nacin pequea e independiente es educando a todas las personas.",5
"Sirve como un marco general para una mayor orientacin sobre temas especficos en diversas reas y contiene una serie de disposiciones importantes relacionadas con la participacin de las mujeres en la vida pblica y las herramientas y condiciones previas institucionales necesarias. Si bien los pases de MENA an no han adoptado esta recomendacin, sus disposiciones pueden servir como una gua til para la accin enfocada para cerrar las brechas restantes en la regin (Recuadro 2.2). Garantizar que los nios y las nias tengan el mismo acceso a una educacin de buena calidad, los mismos derechos y oportunidades para completar con xito la educacin y tomar decisiones educativas.",5
"Aumentar el gasto pblico en salud para alentar la participacin de los trabajadores informales y sus dependientes ampliar la cobertura del seguro de salud y ayudar a aliviar las restricciones financieras a largo plazo. El documento est organizado de la siguiente manera. En la siguiente seccin, brindaremos una descripcin general del desarrollo del sistema de atencin mdica vietnamita, con una discusin sobre su estado actual y los desafos en el financiamiento y la prestacin de servicios.",3
"El dominio de la administracin no se pudo evaluar debido a la falta de datos para los indicadores seleccionados, lo que indica dnde es necesario mejorar las capacidades de los sistemas de informacin para respaldar los esfuerzos de monitoreo y evaluacin. Esta primera HSPA ahora sirve como referencia para medir cualquier mejora en los dominios de evaluacin a lo largo del tiempo. En particular, la prevalencia de la obesidad es la ms alta de la UE y representa un importante desafo para la salud pblica.",3
"La informacin contenida en este documento se relaciona con el rea bajo el control efectivo del Gobierno de la Repblica de Chipre. Andrade y O.F.A. Bueno (2008), ""Contribucin de la Educacin, la Ocupacin y las Actividades de Estimulacin Cognitiva a la Formacin de la Reserva Cognitiva"", Dementia and Neuropsychologia, Vo\. 2, No. Working Paper ROA-RM-2010/1, Centro de Investigacin para la Educacin y el Mercado Laboral (ROA), Maastricht.",5
"Ms all de la escuela, un mejor equilibrio entre la vida laboral y personal permitira que ms mujeres se matricularan en cursos profesionales y de capacitacin en el trabajo. Las mujeres podran perseguir mejor sus aspiraciones individuales y profesionales. La mejora de la satisfaccin laboral ejerce un papel protector sobre la salud fsica y protege contra los trastornos mentales (Barnay, 2014).",5
"Varios ejemplos han sugerido que las nuevas modalidades de tratamiento son rentables. Estos trastornos suelen tener sntomas menos graves y debilitantes que otros trastornos mentales (por ejemplo, psicticos), y este captulo excluye deliberadamente los casos ms graves de trastornos mentales, incluidos los casos ms graves de trastornos comunes como la depresin y la ansiedad. La gravedad del trastorno est determinada por el nmero y la gravedad de los sntomas, el grado de deterioro funcional y la duracin de los sntomas. Los trastornos de leves a moderados impiden la salud, el funcionamiento diario y la calidad de vida de las personas afectadas y requieren un diagnstico, tratamiento y atencin adecuados.",3
"La ley destaca la necesidad de que todos los aspectos de estos sistemas de evaluacin interna sean transparentes. En general, existe poca documentacin sobre los procesos de evaluacin del profesorado diseados y aplicados a nivel escolar. El proyecto de ley se present al Parlamento en marzo de 2012 y actualmente se est debatiendo. A medida que el profesor avanza en la estructura de la carrera profesional, tiene acceso a puestos con mayores responsabilidades dentro de los centros escolares.",4
"Una definicin establecida de presupuestos de gnero se refiere a una evaluacin de los presupuestos basada en el gnero, que incorpora una perspectiva de gnero en todos los niveles del proceso presupuestario y reestructura los ingresos y los gastos para promover la igualdad de gnero (Consejo de Europa, 2009). La naturaleza y la calidad de estos enfoques parecen bastante variables, y van desde una declaracin pro forma de impactos sobre la igualdad de gnero adjunta a todas las nuevas polticas que se presentan ante el gobierno, hasta evaluaciones de impacto de gnero ms estructuradas y sistemticas. Unos pocos pases informaron que la igualdad de gnero est ""transversalizadora"" en el sentido de que la responsabilidad recae en los ministerios sectoriales para promover esta agenda dentro de sus respectivos dominios de polticas y, en consecuencia, no se prev un papel particular para el proceso presupuestario como necesario.",5
"Los datos se refieren a 2000-10 para Estonia y Finlandia, a 1999-2010 para Francia y a 2002-09 para Mxico. Los datos se refieren a 1997-2006 para Australia, 1995-2006 para los Pases Bajos, 1995-2005 para el Reino Unido y 1992-2002 para Alemania. Para obtener detalles sobre la definicin de trabajo no remunerado y trabajo total, vase Miranda, V. (2011), Cooking, Caring and Volunteering: Unpaid Work around the World"", Documentos de Trabajo sobre Social, Empleo y Migracin de la OCDE, nm.",5
"Adems, el objetivo de la Ley es contrarrestar la discriminacin directa e indirecta por motivos de gnero"". (Statistics Greenland public recientemente un estudio sobre ingresos en 2013 (Statistics Greenland 2014). La diferencia general, aproximadamente un tercio a favor de los hombres, no solo refleja diferencias de gnero, pero tambin diferencias en educacin y posicin en las diferentes jerarquas, as como el hecho de que los hombres estn sobrerrepresentados en grupos de edad caracterizados por mayores ingresos.",5
"Las estimaciones de las ecuaciones 2-5 confirman los vnculos indirectos entre el nivel de discriminacin por motivos de gnero en las instituciones sociales y los ingresos. El cuadro 5 muestra una fuerte relacin negativa y significativa entre el SIGI y la productividad total de los factores, la fuerza laboral y el capital humano, cualquiera que sea la especificacin utilizada (los anexos E, F y G presentan los resultados completos de la regresin). Los coeficientes SIGI siguen siendo significativamente negativos mientras se introducen variables de control adicionales, se controla la posible endogeneidad y se realizan verificaciones de robustez.",5
"La orientacin profesional debe proporcionar una imagen completa de las distintas vas del sistema educativo, que abarque en particular la opcin de formacin profesional. La orientacin en educacin y formacin profesional tiene un papel importante que desempear para ayudar a las personas a identificar cmo pueden utilizar mejor las habilidades que han desarrollado a lo largo de su curso de educacin y formacin para construir carreras satisfactorias. La orientacin profesional en las universidades puede respaldar transiciones efectivas al lugar de trabajo al involucrar a los empleadores (incluso a travs de ferias profesionales y talleres para empleadores) para brindar oportunidades de aprendizaje relacionadas con el trabajo, y puede ayudar a garantizar que las habilidades de los graduados sean bien utilizadas.",4
"Los problemas de salud mental tambin se incluyen en parte del trabajo en otras partes de los ministerios (ms all de la Divisin de Bienestar y Salud Mental), por ejemplo, en la poltica de empleo se presta atencin a los problemas de salud mental en reas como el empleo de apoyo y el regreso al trabajo, y En educacin. Este marco legal es una de las dos herramientas clave del gobierno central para promulgar cambios en lnea con la direccin de la poltica. A travs de esta Ley, que se analiza en detalle en el Captulo 1, el MHLW indica la direccin de la poltica nacional y asegura el financiamiento requerido.",5
"Es ms probable que la invocacin de los derechos individuales e inclusivos tenga un impacto de desecuritizacin, mientras que la reivindicacin de derechos exclusivos para un grupo puede resultar en una mayor violacin de los derechos humanos. Las dimensiones individual/colectiva e inclusiva/exclusiva de la formulacin de derechos son muy importantes para el gnero, tanto en tiempos de paz3 como en tiempos de guerra. Esta definicin apunta a una interdependencia de los niveles individual/colectivo, ya que las reivindicaciones de los derechos humanos de las mujeres dependen tanto de los derechos individuales como de una identidad colectiva. En el contexto de la guerra, las reivindicaciones colectivas de los derechos de las mujeres, especialmente cuando se invocan exclusivamente, pueden tener impactos de seguridad al reificar las identidades de gnero y jugar con las estrategias etnopolticas.",5
"Esto sugiere que pagar a los proveedores en funcin de la cantidad de actividades que se realizan da un fuerte incentivo a los hospitales para extender las estadas de los pacientes. Adems, la prestacin de atencin a largo plazo en los hospitales tambin aumenta la duracin media de la estancia (Jones, 2010). Como resultado, los proveedores de atencin primaria tienen un incentivo financiero para convertirse en mini hospitales que brindan procedimientos quirrgicos, a menudo cuando no son apropiados o seguros.",3
"La primera sesin se organiza en septiembre e incluye una prueba de conocimientos de los alumnos. La ltima tiene lugar en abril y tambin incluye una prueba. Las pruebas se utilizan de dos formas: permiten la evaluacin de las necesidades de los alumnos y la posterior elaboracin de un plan de actividades formativas adaptadas a alumnos concretos, y tambin permiten la evaluacin del progreso de los alumnos durante el curso escolar.",4
"La Seccin 3 investiga estrategias para promover una formacin profesional de calidad, incluidos los aprendizajes, mientras que la Seccin 4 se centra en el apoyo a los estudiantes en riesgo. Para una descripcin ms detallada y una evaluacin del sistema educativo de Letonia, vase OCDE (2015e). El Ministerio de Educacin y Ciencia (MoES) nacional tiene la funcin de supervisin y, a travs del Centro Nacional de Educacin subordinado, establece los estndares educativos nacionales y determina los planes de estudio y los procedimientos de examen. Proporciona el marco regulatorio para la provisin de educacin vocacional y emplea a los directores de los establecimientos VET.1 Tambin mantiene el registro de estndares ocupacionales y estudia las demandas de habilidades del mercado laboral.",4
"La seccin tambin explora cmo se distribuyen las responsabilidades de evaluacin en diferentes pases y cmo interactan los diferentes niveles de gobierno para formar un sistema de evaluacin coherente. Esto incluye el alcance de la evaluacin, es decir, las reas de aprendizaje que cubre la evaluacin, as como las caractersticas procesales clave de la evaluacin de los estudiantes en todos los pases, es decir, la combinacin de instrumentos utilizados en sistemas especficos de evaluacin de estudiantes, el formato de las evaluaciones y el uso de las TIC en la evaluacin. Tambin revisa las formas en que el diseo de las evaluaciones puede mejorar o amenazar la justicia y la equidad en la educacin. Incluye temas tales como: las capacidades que los estudiantes necesitan para participar y aprender de su evaluacin, las competencias de evaluacin que los docentes adquieren en la formacin docente inicial, desarrollo profesional y arreglos de moderacin, y la experiencia de las agencias involucradas en la evaluacin de los estudiantes. Describe los estndares de calidad y los formatos de informes utilizados en diferentes contextos, revisa los marcos legales vigentes para regular los informes de resultados y analiza las formas en que los resultados de la evaluacin se utilizan en diferentes contextos para registrar informacin, brindar retroalimentacin a los estudiantes y tomar decisiones sobre su desempeo. trayectoria educativa posterior.",4
"A pesar de la importancia de capturar la multitarea para capturar la intensidad con la que las mujeres emplean el tiempo, no existe un estndar internacional sobre cmo medir las actividades simultneas. La base de datos de uso del tiempo de la OCDE tiene como objetivo mejorar la comparabilidad entre los pases de la OCDE (ver Cuadro 3). Con base en esta metodologa, la OCDE ha realizado un anlisis en cuatro pases adicionales para explorar los impactos del trabajo de cuidado no remunerado en contextos de ingresos bajos y medios: Sudfrica, Per, Etiopa y Bangladesh (ver Anexo A).",5
"Sin embargo, un gran nmero de estos pases no cuentan con leyes especficas que prohban la discriminacin en el pago y la contratacin por motivos de gnero y embarazo (WBL Database, 2016). De hecho, los nicos pases que cuentan con dicha legislacin son Chile, Costa Rica, Egipto, Indonesia, la Federacin Rusa y Tnez. La evidencia existente de los pases de la OCDE muestra que el pblico a menudo est mal informado sobre los derechos de los trabajadores (OCDE, 2008, Captulo 3).",5
"La siguiente tabla ilustra cmo las diferentes pedagogas establecidas tienden a conducir a diferentes tipos de experiencias de aprendizaje. La combinacin de pedagogas que comparten prcticas comunes puede ayudar a reducir las ventajas y desventajas de usar demasiadas pedagogas. Por ejemplo, en una escuela donde los estudiantes practican el aprendizaje basado en la indagacin, los maestros pueden sentirse ms seguros al combinar su enfoque con desafos o proyectos complejos, sabiendo que los estudiantes son competentes para administrar su propio aprendizaje. Estudiar combinaciones comunes de pedagogas puede ayudar a identificar aquellas prcticas que son comunes a varias pedagogas, como presentaciones de aprendizaje o autoevaluacin de los estudiantes.",4
"Las empresas farmacuticas no siempre buscan la proteccin de patentes en todos los pases debido, entre otras cosas, a la percepcin de falta de tamao del mercado. Por lo tanto, es posible que en algunos pases, a pesar de la existencia de una ley nacional de patentes, ciertas sustancias farmacuticas permanezcan sin patente y puedan usarse, fabricarse e importarse libremente en ese pas. Si el inventor original cambia de opinin y busca la proteccin de la patente en un momento posterior, la solicitud sera rechazada por falta de novedad si la sustancia en cuestin se ha puesto a disposicin del pblico antes de la presentacin de la solicitud de patente.",5
"La Superintendencia de Educacin tambin est integrada dentro del Sistema Nacional de Aseguramiento de la Calidad (Sistema Nacional de Aseguramiento de la Calidad, SAC), que brinda el potencial para vincular el monitoreo del uso de recursos con la calidad de la educacin. La SAC brinda un marco institucional muy til para promover un uso ms efectivo de los recursos. Es un sistema relativamente nuevo que complementa otros mecanismos para la rendicin de cuentas institucional que Chile ha desarrollado a lo largo del tiempo, incluyendo un sistema de evaluacin docente, evaluaciones por parte de la Secretara de Hacienda (Direccin de Presupuestos, DIPRES), datos detallados e informacin distribuida al pblico, entre otros. otros. A medida que crece y se desarrolla ms plenamente con el tiempo, los efectos del SAC se sentirn ms plenamente.",5
"La supervisin eficaz del personal es fundamental para la mejora continua de los servicios de EAPI, lo que indica la importancia de vincular la supervisin del personal con el desarrollo profesional. Junto con la calidad del servicio, es el rea monitoreada con ms frecuencia, tanto para mejorar el nivel de calidad del servicio como para informar la formulacin de polticas. Adems, se monitorea el desempeo del personal para identificar si necesita alguna mejora. Las encuestas para padres, las revisiones por pares y las pruebas del personal son menos populares.",4
"Esto es comparable al promedio del G7 y la OCDE, pero es significativamente ms alto que en Francia, donde el 20 % de los bebedores ms empedernidos consume solo alrededor de la mitad de todo el alcohol (OCDE, 2015). Los datos de Australia, el Reino Unido y los Estados Unidos son de 2012 en lugar de 2013. A pesar de una disminucin en la tasa de suicidios en 2012, que segn los datos estimados de las autoridades coreanas continu en 2013 pasando de 29,1 por 100 000 habitantes en 2012 a 28,7 en 2013 (Ministerio de Salud de Corea, 2016), el suicidio sigue siendo una de las principales causas de muerte entre los adolescentes de Corea.",3
"La tarea de administrar la infraestructura es particularmente difcil ya que la capacidad de la junta escolar as como la capacidad de recaudar fondos de la comunidad local es a menudo menor en las reas rurales, mientras que muchos edificios escolares estn en muy malas condiciones ya que la mayora de ellos fueron construido entre los aos 50 y 70. Las cien escuelas primarias con el desempeo ms bajo del pas, medido por los niveles de repitencia y desercin, tienen menos de 50 alumnos y estn ubicadas en su mayora en zonas rurales fuera del rea de la capital (PEN, 2013). Tambin hay indicios de que los estudiantes de escuelas primarias pequeas tienen menos probabilidades de hacer la transicin a la escuela secundaria.",4
"La tasa de alfabetizacin de adultos mide la alfabetizacin entre personas de 15 aos o ms, y la tasa de alfabetizacin de jvenes mide la alfabetizacin entre personas de 15 a 24 aos. Clculos agregados para tasas de alfabetizacin de adultos: UIS. Recopilados de registros escolares de tasa de supervivencia, encuestas o censos escolares, censos nacionales de poblacin y encuestas de hogares y fuerza laboral. Datos obtenidos: mayo y junio de 2013.",5
"Tambin tienen un impacto directo en la capacidad de las mujeres para acceder a los recursos y controlarlos. Algunos de estos pases, incluidos Marruecos, la Repblica de Corea y Turqua, comenzaron el perodo con amplias disposiciones discriminatorias, pero desde entonces han avanzado significativamente hacia leyes de familia con mayor igualdad de gnero. Sin embargo, a partir de 2005, ocho pases (Argelia, Bangladesh, Egipto, la Repblica Islmica de Irn, Jordania, Malasia, Pakistn y Arabia Saudita) han mantenido leyes altamente discriminatorias que, por ejemplo, respaldan la autoridad de los hombres sobre las mujeres en el matrimonio, dan a los hombres mayores derechos sobre la propiedad y limitan la capacidad de las mujeres para solicitar el divorcio.15 Estos pases abarcan diferentes regiones, pero todos aplican una interpretacin conservadora de la ley de familia islmica. En 1993 se llevaron a cabo reformas menores de la ley de familia, pero se resistieron cambios importantes.",5
"En 2010, las tasas de participacin de las mujeres en la fuerza laboral se mantuvieron por debajo del 30 por ciento en el norte de frica y Asia occidental, por debajo del 40 por ciento en el sur de Asia y por debajo del 50 por ciento en el Caribe y Amrica Central. La brecha entre las tasas de participacin de mujeres y hombres se ha reducido ligeramente en los ltimos 20 aos, pero sigue siendo considerable. Las brechas de gnero ms pequeas se encuentran en los primeros aos de la edad adulta y las ms amplias en las edades laborales ptimas. En las economas ms desarrolladas, la mano de obra, especialmente la mano de obra femenina, se emplea predominantemente en los servicios.",5
"Adems, el artculo 28, prrafo 2 de la convencin adopta el principio de inadmisibilidad contenido en la Convencin de Viena sobre el Derecho de los Tratados, que establece que no se permitir una reserva incompatible con el objeto y fin de una convencin. Ha instado sistemticamente a los Estados partes a que los retiren y se aseguren de que sus sistemas jurdicos se ajusten a la convencin en general y al artculo 16 en particular. El comit ha enfatizado que el Artculo 16 (entre otros) es central para el objeto y propsito de la convencin y que las reservas impactan negativamente en el disfrute de los derechos de las mujeres. Como tal, las reservas al Artculo 16 contradicen los principios fundamentales de la convencin de igualdad entre hombres y mujeres, y puede socavar los esfuerzos de los pases para lograr la igualdad de gnero.",5
